name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,easting,northing,longitude,latitude,runtime
Fulham,Fulham Road,,,Hammersmith and Fulham,,34044300,E09000013,Town,E05000264,524913.0001221001,176899.00012210011,-0.20110739192302024,51.476755444991845,11/20/2022
Camberwell Library,Camberwell Green,,,Southwark,,10090749181,E09000028,Camberwell Green,E05011096,532560.0001221001,176932.00012210011,-0.09103313772277206,51.47531156485251,11/20/2022
New Cross community library service,New Cross Road,,,Lewisham,,100023239028,E09000023,New Cross,E05000449,536307.0001221001,176997.00012210011,-0.03708193049854492,51.475005216838916,11/20/2022
North Heath Community Library,Mill Road,Erith,,Bexley,,10011846473,E09000004,Northumberland Heath,E05011228,550202.0001221001,177141.00012210011,0.1629309893437444,51.47278049401652,11/20/2022
Castelnau,Castelnau,,,Richmond upon Thames,,100023309520,E09000027,Barnes,E05000516,522481.0001221001,177173.00012210011,-0.23601796985203352,51.47975011803486,11/20/2022
Slade Green Community Library,Chrome Road,Erith,,Bexley,,10090794390,E09000004,Slade Green & Northend,E05011231,552262.4301147982,177182.63012699783,0.19259622506254778,51.472603770227245,11/20/2022
Osterley Library,St Marys Crescent,Isleworth,,Hounslow,,100023406343,E09000018,Osterley and Spring Grove,E05000363,514955.5001221001,177227.70007319748,-0.34433281419143313,51.48182162201309,11/20/2022
Tate South Lambeth,South Lambeth Road,,,Lambeth,,100023383422,E09000022,Oval,E05000426,530374.0001221001,177251.00012210011,-0.12237715262632173,51.478686725244586,11/20/2022
The Library at Deptford Lounge,Giffin Street,,,Lewisham,,10023235598,E09000023,New Cross,E05000449,537300.0001221001,177267.00012210011,-0.02268619191592593,51.47719159863241,11/20/2022
Blackheath Library,Old Dover Road,Blackheath,,Greenwich,,100023268277,E09000011,Blackheath Westcombe,E05000215,540485.0001221001,177273.00012210011,0.023154289682497123,51.47646341285181,11/20/2022
West Greenwich Library,Greenwich High Road,Greenwich,,Greenwich,,10010200468,E09000011,Greenwich West,E05000222,538202.0001221001,177324.00012210011,-0.009682215108510571,51.47748418682305,11/20/2022
Bostall Community Library,King Harolds Way,Bexleyheath,,Bexley,,100022923151,E09000004,West Heath,E05011233,548013.0001221001,177344.00012210011,0.1315177472138581,51.47518168944323,11/20/2022
Heston Library,New Heston Road,Hounslow,,Hounslow,,100023405372,E09000018,Heston Central,E05000355,512895.9000854939,177575.50012210011,-0.37387238927843497,51.48536290489623,11/20/2022
Brandon Library,Maddock Way,,,Southwark,,200003494326,E09000028,Newington,E05011105,531824.0001221001,177680.00012210011,-0.10134662505750766,51.482206295332276,11/20/2022
Charlton Library,Charlton Road,Charlton,,Greenwich,,100023280005,E09000011,Charlton,E05000216,541559.0001221001,177692.00012210011,0.03877864558956827,51.47996113129719,11/20/2022
Brentford Library ,Boston Manor Road,Brentford,,Hounslow,,100023408161,E09000018,Brentford,E05000347,517605.3001098931,177764.40008549392,-0.3060075435133904,51.486100934612296,11/20/2022
Erith Library,Erith High Street,Erith,,Bexley,,10023303354,E09000004,Erith,E05011225,551576.0001221001,177830.00012210011,0.1829970776023522,51.47860538110191,11/20/2022
Chelsea Library,King's Road,,,Kensington and Chelsea,,217105143,E09000020,Royal Hospital,E05009403,527281.0001221001,178093.00012210011,-0.16659362205173453,51.48695910686271,11/20/2022
Greenwich Centre Library,Lambarde Square,Greenwich,,Greenwich,,10010254284,E09000011,Peninsula,E05000225,539543.8601073995,178205.62011719495,0.00997827621431382,51.485077838231504,11/20/2022
Pimlico Library,Lupus Street,,,City of Westminster,,10033620911,E09000033,Tachbrook,E05000645,529431.0601195991,178225.92010499537,-0.13559204643247474,51.48766566066473,11/20/2022
Upper Belvedere Community Library,Woolwich Road,Belvedere,,Bexley,,100022921251,E09000004,Belvedere,E05011218,549051.0001221001,178290.00012210011,0.14685387975831532,51.48341009763109,11/20/2022
Durning,Kennington Lane,,,Lambeth,,100023229223,E09000022,Prince's,E05000427,531310.0001221001,178342.00012210011,-0.10849915430499907,51.48827568926103,11/20/2022
Brompton Library,Old Brompton Road,,,Kensington and Chelsea,,217060921,E09000020,Redcliffe,E05009402,525869.0001221001,178348.00012210011,-0.18683068444357206,51.489567156812875,11/20/2022
Chiswick Library,Dukes Avenue,,,Hounslow,,200002819006,E09000018,Turnham Green,E05000365,520819.2000731975,178405.40008549392,-0.2595176113895982,51.49118485890016,11/20/2022
Plumstead Library,Plumstead High Street,Plumstead,,Greenwich,,100023243067,E09000011,Plumstead,E05000226,545644.0001221001,178463.00012210011,0.0978883613268866,51.48585251737696,11/20/2022
Avonmore Library and Neighbourhood Centre,North End Crescent,,,Hammersmith and Fulham,,34058302,E09000013,Avonmore and Brook Green,E05000252,524563.0001221001,178594.00012210011,-0.20554708384805745,51.49206749449068,11/20/2022
Pepys community library service,Foreshore,,,Lewisham,,100023569428,E09000023,Evelyn,E05000443,536820.0001221001,178602.00012210011,-0.029077129224753806,51.48930583827672,11/20/2022
East Street Library,Old Kent Road,,,Southwark,,200003494660,E09000028,North Walworth,E05011107,533275.0001221001,178628.00012210011,-0.08010259079525231,51.4903863195971,11/20/2022
Woolwich Library,Love Lane,Woolwich,,Greenwich,,10010239328,E09000011,Woolwich Common,E05000229,543492.1801147982,178724.78009029478,0.0670213381123869,51.4887552149852,11/20/2022
Victoria Library,Buckingham Palace Road,,,City of Westminster,,10033616882,E09000033,Warwick,E05000647,528677.0001221001,178733.00012210011,-0.1462629959084742,51.49239532158983,11/20/2022
Harlington Library,Pinkwell Lane,Hayes,,Hillingdon,,10003001185,E09000017,Pinkwell,E05000337,508629.0001221001,178787.00012210011,-0.4349337982015378,51.49708916102797,11/20/2022
Hammersmith,Shepherd's Bush Road,,,Hammersmith and Fulham,,34027231,E09000013,Hammersmith Broadway,E05000256,523409.0001221001,178789.00012210011,-0.22209474494359385,51.494073299917204,11/20/2022
Blue Anchor Library,Market Place,,,Southwark,,200003408074,E09000028,South Bermondsey,E05011116,534520.0001221001,178882.00012210011,-0.062081863362978496,51.49237424087109,11/20/2022
Newington Temporary Library,Elephant Road,,,Southwark,,10093341252,E09000028,North Walworth,E05011107,532096.5100707933,178937.50012210011,-0.09695339741663699,51.49344456416777,11/20/2022
Northfields Library,Northfield Avenue,Ealing,,Ealing,,12004049,E09000009,Northfield,E05000182,517117.0001221001,179135.00012210011,-0.31258285297182986,51.498522089363604,11/20/2022
Express Library,St Ann's Street,,,City of Westminster,,100023338401,E09000033,St. James's,E05000644,529892.0001221001,179281.00012210011,-0.1285678050071439,51.497042714584985,11/20/2022
Abbey Wood Library,Eynsham Drive,Abbey Wood,,Greenwich,,10010232562,E09000011,Abbey Wood,E05000214,546586.0401000977,179312.37011719495,0.11180059336574943,51.49324187552629,11/20/2022
Cubitt Town library,Strattondale Street,,,Tower Hamlets,,6081796,E09000030,Blackwall & Cubitt Town,E05009318,538113.0001221001,179322.00012210011,-0.010181399406308892,51.49546215657028,11/20/2022
Waterloo,Kennington Road,,,Lambeth,,100023225318,E09000022,Bishop's,E05000416,531156.0001221001,179383.00012210011,-0.11032927623743574,51.49766755134802,11/20/2022
Canada Water Library,Surrey Quays Road,,,Southwark,,10090284129,E09000028,Rotherhithe,E05011112,535513.0001221001,179456.00012210011,-0.04756497723099625,51.49729577685604,11/20/2022
Southall Library (Dominion Centre and Library),Osterley Park Road,Southall,,Ealing,,12020455,E09000009,Norwood Green,E05000186,512596.0001221001,179517.00012210011,-0.3775706408866525,51.5028746727058,11/20/2022
Kensington Central Library,Phillimore Walk,,,Kensington and Chelsea,,217125485,E09000020,Campden,E05009390,525421.3201293945,179598.66009519994,-0.19283156003879473,51.500907631650286,11/20/2022
West Drayton Library,Station Road,West Drayton,,Hillingdon,,100023420922,E09000017,West Drayton,E05000342,506267.0001221001,179640.00012210011,-0.46869394596610564,51.505206082455466,11/20/2022
Askew Road,Askew Road,,,Hammersmith and Fulham,,34011906,E09000013,Askew,E05000251,522040.0001221001,179768.00012210011,-0.2414686398521277,51.503170049635074,11/20/2022
John Harvard Library,Borough High Street,,,Southwark,,200003356510,E09000028,Chaucer,E05011098,532534.0001221001,179818.00012210011,-0.09032366953784811,51.50125566453026,11/20/2022
Botwell Green Library,East Avenue,Hayes,,Hillingdon,,10022805611,E09000017,Townfield,E05000339,509897.0001221001,180025.00012210011,-0.4162868290814986,51.507972487712486,11/20/2022
Acton Town Hall Library,High Street,Acton,,Ealing,,12180771,E09000009,South Acton,E05000188,520308.0001221001,180030.00012210011,-0.26632407044214,51.50589642251715,11/20/2022
North Woolwich Library,Pier Parade,,,Newham,,10008995497,E09000025,Royal Docks,E05000491,543264.0001221001,180031.00012210011,0.06426703844034841,51.500551655565445,11/20/2022
Thamesmead Library,Binsey Walk,,,Bexley,,100020239019,E09000004,Thamesmead East,E05011232,547426.0001221001,180068.00012210011,0.12420836185194292,51.499813782504454,11/20/2022
Idea Store Canary Wharf,Churchill Place,,,Tower Hamlets,,6145802,E09000030,Canary Wharf,E05009323,537879.8500976935,180255.18011479825,-0.013173490727742574,51.503905656493366,11/20/2022
West Ealing Library,Melbourne Avenue,West Ealing,,Ealing,,12002863,E09000009,Walpole,E05000192,516370.0001221001,180282.00012210011,-0.32296211560002375,51.5089863747899,11/20/2022
Hanwell Library,Cherington Road,Hanwell,,Ealing,,12001465,E09000009,Elthorne,E05000176,515566.0001221001,180312.00012210011,-0.3345336470065891,51.509421076503564,11/20/2022
Mayfair Library,South Audley Street,,,City of Westminster,,100022802697,E09000033,West End,E05000649,528403.0001221001,180558.00012210011,-0.14954366962411675,51.50886038561382,11/20/2022
Ealing Central Library,The Broadway,Ealing,,Ealing,,12148296,E09000009,Ealing Broadway,E05000173,517900.0001221001,180633.00012210011,-0.30080585830313344,51.51182412233895,11/20/2022
Yiewsley Library,High Street,West Drayton,,Hillingdon,,100023420805,E09000017,Yiewsley,E05000345,505981.0001221001,180684.00012210011,-0.47249974447820564,51.51464462379722,11/20/2022
Notting Hill Gate Library,Pembridge Square,,,Kensington and Chelsea,,217105238,E09000020,Pembridge,E05009400,525187.0001221001,180690.00012210011,-0.19581855514618524,51.51076859215185,11/20/2022
Charing Cross Library,Charing Cross Road,,,City of Westminster,,10033531833,E09000033,St. James's,E05000644,529998.0001221001,180699.00012210011,-0.12651876174270293,51.50976289054028,11/20/2022
Thamesmere Library,Thamesmere Drive,Thamesmead,,Greenwich,,10010224992,E09000011,Thamesmead Moorings,E05000228,546471.4301147982,180864.29010009766,0.11079509767090803,51.50721775817244,11/20/2022
Idea Store Chrisp Street,Vesey Path,,,Tower Hamlets,,6173963,E09000030,Lansbury,E05009325,537880.1600952,181050.15008549392,-0.012858141987066543,51.511050042114036,11/20/2022
North Kensington Library,Ladbroke Grove,,,Kensington and Chelsea,,217048255,E09000020,Colville,E05009392,524353.0001221001,181269.00012210011,-0.20762743665517866,51.516156893858444,11/20/2022
Idea Store Watney Market,Commercial Road,,,Tower Hamlets,,6196250,E09000030,Shadwell,E05009332,534903.0001221001,181279.00012210011,-0.05565079483755291,51.5138255826647,11/20/2022
Shoe Lane,Little New Street,,,City and County of the City of London,,200000075492,E09000001,Castle Baynard,E05009297,531478.0001221001,181312.00012210011,-0.10497338917242037,51.51492977174707,11/20/2022
Paddington Library,Porchester Road,,,City of Westminster,,100023482172,E09000033,Bayswater,E05000631,525779.0001221001,181388.00012210011,-0.1870421947231544,51.516910703953755,11/20/2022
Artizan Street,Artizan Street,,,City and County of the City of London,,95511788,E09000001,Portsoken,E05009308,533544.0001221001,181390.00012210011,-0.07518397316927176,51.51514611257796,11/20/2022
Guildhall Library and City Business Library,Aldermanbury,,,City and County of the City of London,,100023529028,E09000001,Bassishaw,E05009290,532429.0001221001,181407.00012210011,-0.09123883304057374,51.51556141908711,11/20/2022
Yeading Library,Yeading Lane,Hayes,,Hillingdon,,100023417063,E09000017,Barnhill,E05000324,510818.0001221001,181424.00012210011,-0.4025800154736942,51.52036817626805,11/20/2022
Jubilee Gardens Library,Jubilee Gardens,Southall,,Ealing,,12000640,E09000009,Lady Margaret,E05000181,513221.0001221001,181517.00012210011,-0.36792630582305313,51.52072746535537,11/20/2022
Custom House Library,Prince Regent Lane,,,Newham,,10008990024,E09000025,Custom House,E05000479,541051.0001221001,181540.00012210011,0.03300573504676005,51.514669452689986,11/20/2022
Beckton Library,Kingsford Way,,,Newham,,10008997116,E09000025,Beckton,E05000475,542716.0001221001,181570.00012210011,0.056999433050283814,51.514520834476976,11/20/2022
Canning Town Library,Barking Road,,,Newham,,10008988046,E09000025,Canning Town North,E05000477,539633.0001221001,181744.00012210011,0.012662185302805268,51.51685509941209,11/20/2022
Marylebone Library,Beaumont Street,,,City of Westminster,,100022725022,E09000033,Marylebone High Street,E05000641,528405.0001221001,181811.00012210011,-0.14905833844520666,51.520121631044,11/20/2022
Barbican,Silk Street,,,City and County of the City of London,,200000072620,E09000001,Cripplegate,E05009302,532329.0001221001,181837.00012210011,-0.09251783735356144,51.51944947796296,11/20/2022
Idea Store Whitechapel,Whitechapel Road,,,Tower Hamlets,,6000711,E09000030,Spitalfields & Banglatown,E05009333,534833.0001221001,181883.00012210011,-0.05642797094463528,51.519270627421115,11/20/2022
Holborn Library,Theobald's Road,,,Camden,,5082117,E09000007,Holborn and Covent Garden,E05000138,530827.0001221001,181934.00012210011,-0.1141200001893106,51.520671220693046,11/20/2022
Hayes End Library,Uxbridge Road,Hayes,,Hillingdon,,100023417260,E09000017,Charville,E05000328,508588.0001221001,181944.00012210011,-0.43455168921553483,51.52547573021065,11/20/2022
Little Venice Sports Centre Library,Crompton Street,,,City of Westminster,,10033612553,E09000033,Little Venice,E05000639,526558.0001221001,181977.00012210011,-0.17560834712473425,51.52203056662462,11/20/2022
Church Street Library,Church Street,,,City of Westminster,,10033532267,E09000033,Church Street,E05000634,527044.0001221001,182044.00012210011,-0.16858211382013918,51.52252362356235,11/20/2022
Kensal Library,Golborne Road,,,Kensington and Chelsea,,217035223,E09000020,Golborne,E05009396,524496.0001221001,182071.00012210011,-0.2052839834576391,51.523333817141435,11/20/2022
Rainham Library,Celtic Farm Road,Rainham,,Havering,,10024389958,E09000016,Rainham and Wennington,E05000318,552120.5401000977,182091.40008549392,0.19267087758305462,51.51675180905318,11/20/2022
Pitshanger Library,Pitshanger Lane,Ealing,,Ealing,,12132976,E09000009,Cleveland,E05000171,517064.0001221001,182123.00012210011,-0.3123537302508332,51.5253909662938,11/20/2022
Maida Vale Library,Sutherland Avenue,,,City of Westminster,,100023511234,E09000033,Westbourne,E05000648,525633.0001221001,182191.00012210011,-0.18885912827912196,51.524160546601614,11/20/2022
Local History Library,Bancroft Road,,,Tower Hamlets,,6033654,E09000030,Bethnal Green,E05009317,535908.0001221001,182361.00012210011,-0.0407575146459102,51.52330884228447,11/20/2022
Queen's Park library,Harrow Road,,,City of Westminster,,100023433123,E09000033,Queen's Park,E05000642,524206.0001221001,182418.00012210011,-0.2093400135755624,51.526516542976374,11/20/2022
Greenford Library,Oldfield Lane South,Greenford,,Ealing,,12001186,E09000009,Greenford Broadway,E05000177,514188.0001221001,182493.00012210011,-0.35367679486843284,51.52930578169849,11/20/2022
Finsbury Library,St John Street,,,Islington,,5300084848,E09000019,Clerkenwell,E05000370,531587.0001221001,182544.00012210011,-0.10294311761155996,51.52597704259145,11/20/2022
Bethnal Green library,Cambridge Heath Road,,,Tower Hamlets,,6036905,E09000030,Bethnal Green,E05009317,535110.0001221001,182631.00012210011,-0.052150698123345135,51.52592690651321,11/20/2022
Charville Library,Bury Avenue,Hayes,,Hillingdon,,100023417465,E09000017,Charville,E05000328,509162.0001221001,182970.00012210011,-0.4259619306028602,51.53458782412631,11/20/2022
Shoreditch Library,Hoxton Street,,,Hackney,,100023135480,E09000012,Hoxton East & Shoreditch,E05009377,533283.0001221001,183028.00012210011,-0.07832382810569173,51.52992914046137,11/20/2022
Thames View,Bastable Avenue,Barking,,Barking and Dagenham,,10091588559,E09000002,Thames,E05000039,546085.0001221001,183094.00012210011,0.1061546725750736,51.527354873321,11/20/2022
Plaistow Library,North Street,,,Newham,,46096940,E09000025,Plaistow North,E05000489,540606.0001221001,183143.00012210011,0.02723595480581566,51.529186305557985,11/20/2022
St John's Wood Library,Circus Road,,,City of Westminster,,10033532542,E09000033,Abbey Road,E05000630,526857.0001221001,183231.00012210011,-0.17084876016621112,51.53323427636202,11/20/2022
Pancras Square Library,Pancras Square,,,Camden,,5172479,E09000007,St. Pancras and Somers Town,E05000143,530050.0001221001,183321.00012210011,-0.12480184708438805,51.533316556335116,11/20/2022
Camden Town Library,Eversholt Street,,,Camden,,5021816,E09000007,Regent's Park,E05000142,529261.0001221001,183348.00012210011,-0.1361620716119107,51.5337404540244,11/20/2022
Idea Store Bow,Gladstone Place,,,Tower Hamlets,,6053810,E09000030,Bow East,E05009319,536745.0001221001,183356.00012210011,-0.028312672679151996,51.53204897207915,11/20/2022
East Ham Library,Barking Road,,,Newham,,46253323,E09000025,East Ham Central,E05000480,542666.0001221001,183488.00012210011,0.05705606061287467,51.53176990372555,11/20/2022
Kilburn Library Centre,Kilburn High Road,,,Camden,,5134480,E09000007,Kilburn,E05000140,525553.0001221001,183493.00012210011,-0.18954753898613244,51.53588067598411,11/20/2022
South Hornchurch Library,Rainham Road,Rainham,,Havering,,100023214503,E09000016,South Hornchurch,E05000321,551835.120117195,183523.98010249436,0.189177529884499,51.52970163229515,11/20/2022
Northolt Library,Church Road,Northolt,,Ealing,,12140961,E09000009,Northolt West End,E05000185,512071.0001221001,183539.00012210011,-0.38385276906297605,51.53913238529533,11/20/2022
Harlesden,Craven Park Road,,,Brent,,202110706,E09000005,Harlesden,E05000091,521431.0001221001,183648.00012210011,-0.2489022111384474,51.538175756675884,11/20/2022
Oak Farm Library,Sutton Court Road,Uxbridge,,Hillingdon,,100023414220,E09000017,Hillingdon East,E05000332,507581.0001221001,183656.00012210011,-0.4485400658357989,51.541057942675,11/20/2022
Lewis Carroll Children's Library,Copenhagen Street,,,Islington,,10012791189,E09000019,Caledonian,E05000368,530671.0001221001,183698.00012210011,-0.11571286470390038,51.53656146079448,11/20/2022
Perivale Library,Horsenden Lane South,Perivale,,Ealing,,12003797,E09000009,Perivale,E05000187,516324.0001221001,183742.00012210011,-0.32248201001428634,51.54009645320891,11/20/2022
Green Street Library,Green Street,,,Newham,,10009001054,E09000025,Green Street East,E05000485,541256.0001221001,183906.00012210011,0.036907327113702385,51.535880953896786,11/20/2022
South Library,Essex Road,,,Islington,,5300031416,E09000019,St. Mary's,E05000379,531953.0001221001,183950.00012210011,-0.09714275322884533,51.538528044233615,11/20/2022
Barking,Town Square,Barking,,Barking and Dagenham,,100053358,E09000002,Abbey,E05000026,544343.0001221001,183985.00012210011,0.0814229038193994,51.53580989944181,11/20/2022
Uxbridge Library,High Street,Uxbridge,,Hillingdon,,100023421562,E09000017,Uxbridge South,E05000341,505618.0001221001,184018.00012210011,-0.47672958039197655,51.544682887519016,11/20/2022
Chalk Farm (now Primrose Hill Community Library),Sharpleshall Street,,,Camden,,5154072,E09000007,Camden Town with Primrose Hill,E05000130,527929.0001221001,184081.00012210011,-0.15509123040874856,51.540631958109614,11/20/2022
West Library,Bridgeman Road,,,Islington,,5300011807,E09000019,Caledonian,E05000368,530738.0001221001,184108.00012210011,-0.1145949767477778,51.54023085085222,11/20/2022
Swiss Cottage Library,Avenue Road,,,Camden,,5061473,E09000007,Swiss Cottage,E05000144,526779.0001221001,184180.00012210011,-0.17163098599782725,51.541781286796045,11/20/2022
Stratford Library,The Grove,,,Newham,,46101428,E09000025,Stratford and New Town,E05000492,539090.0001221001,184556.00012210011,0.005951316191978111,51.54226037865868,11/20/2022
Willesden Green,High Road,,,Brent,,202216288,E09000005,Willesden Green,E05000105,522904.0001221001,184570.00012210011,-0.22734960998030496,51.54614395884296,11/20/2022
Dagenham,Church Elm Lane,Dagenham,,Barking and Dagenham,,10023599312,E09000002,Village,E05000041,549090.0001221001,184574.00012210011,0.15007300421912725,51.53986884520556,11/20/2022
Northolt Leisure Centre Library,Eastcote Lane North,Northolt,,Ealing,,12173354,E09000009,Northolt Mandeville,E05000184,513222.0900878981,184595.2100829929,-0.3669205067274702,51.54839666061428,11/20/2022
